bucket,cache_key,topic_id,skill,location,hit_count,question,stored_answer,builder_answer,builder_id
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|10, 100, 1000, 10,000 and 100,000 more or less",y5m-place-value,"10, 100, 1000, 10,000 and 100,000 more or less",independentPractice[0],9,"Find $100,000$ more than $214,638$.","$314,638$",,
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|10, 100, 1000, 10,000 and 100,000 more or less",y5m-place-value,"10, 100, 1000, 10,000 and 100,000 more or less",independentPractice[1],9,"Find $10,000$ less than $672,945$.","$662,945$",,
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|10, 100, 1000, 10,000 and 100,000 more or less",y5m-place-value,"10, 100, 1000, 10,000 and 100,000 more or less",independentPractice[2],9,"Find $1,000$ more than $408,216$.","$409,216$",,
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|10, 100, 1000, 10,000 and 100,000 more or less",y5m-place-value,"10, 100, 1000, 10,000 and 100,000 more or less",independentPractice[3],9,"Find $100$ less than $95,304$.","$95,204$",,
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|10, 100, 1000, 10,000 and 100,000 more or less",y5m-place-value,"10, 100, 1000, 10,000 and 100,000 more or less",independentPractice[4],9,"Find $10$ more than $731,489$.","$731,499$",,
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,workedExample,0,$4072 \times 100$,407200,407200,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,tryThis,0,$5306 \times 1000$,5306000,5306000,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,quickCheck,0,A pupil says $304 \times 100 = 30400$ because they added two zeroes. Is their answer correct?,30400,30400,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,guidedPractice[0],0,$608 \times 10$,6080,6080,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,guidedPractice[1],0,$3905 \times 100$,390500,390500,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,guidedPractice[2],0,$1204 \times 1000$,1204000,1204000,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,independentPractice[0],0,$760 \times 10$,7600,7600,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,independentPractice[1],0,$4059 \times 100$,405900,405900,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,independentPractice[2],0,$7008 \times 1000$,7008000,7008000,place_value_shift
AGREE,v19|y5m-place-value|curriculum|greater_depth|lesson|powers of 10,y5m-place-value,Powers of 10,independentPractice[3],0,$23040 \times 100$,2304000,2304000,place_value_shift
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",workedExample,0,"Round $764,982$ to the nearest $100,000$.",800000,800000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",tryThis,0,"Round $1,349,501$ to the nearest $10,000$.",1350000,1350000,rounding_number_line
UNVERIFIABLE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",quickCheck,0,"A pupil rounds $349,999$ to the nearest $100,000$. Is the answer $300,000$ or $400,000$?","$300,000$, because $349,999$ is below the midpoint of $350,000$.",,
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",guidedPractice[0],0,"Round $58,649$ to the nearest $1000$.",59000,59000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",guidedPractice[1],0,"Round $496,201$ to the nearest $10,000$.",500000,500000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",guidedPractice[2],0,"Round $2,450,321$ to the nearest $100,000$.",2500000,2500000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",independentPractice[0],0,"Round $87,346$ to the nearest $10$.",87350,87350,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",independentPractice[1],0,"Round $603,449$ to the nearest $100$.",603400,603400,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",independentPractice[2],0,"Round $1,728,650$ to the nearest $1000$.",1729000,1729000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",independentPractice[3],0,"Round $9,451,209$ to the nearest $10,000$.",9450000,9450000,rounding_number_line
AGREE,"v19|y5m-place-value|curriculum|greater_depth|lesson|round to the nearest 10, 100, 1000, 10,000 and 100,000",y5m-place-value,"Round to the nearest 10, 100, 1000, 10,000 and 100,000",independentPractice[4],0,"Round $6,549,999$ to the nearest $100,000$.",6500000,6500000,rounding_number_line
AGREE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",workedExample,0,"Write $406,072$ in words and state the value of the digit $6$.","406,072","406,072",place_value_chart
AGREE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",tryThis,0,"Write $580,304$ in words and state the value of the digit $8$.","580,304","580,304",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",quickCheck,0,"In $918,406$, what is the value of the digit $1$?","$10,000$.",,
AGREE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",guidedPractice[0],0,"Write $725,041$ in words.","725,041","725,041",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",guidedPractice[1],0,"What is the value of the digit $9$ in $193,508$?","The digit $9$ has a value of $90,000$.",,
AGREE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[0],0,"Write $640,209$ in words.","640,209","640,209",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[1],0,"State the value of the digit $7$ in $271,064$.","The digit $7$ has a value of $70,000$.",,
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|lesson|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[2],0,"Write the number with $8$ hundred thousands, $3$ thousands, $5$ tens and $1$ one.","$803,051$.",,
AGREE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",workedExample,0,"Write $604,018$ in words and state the value of the digit $4$.","604,018","604,018",place_value_chart
AGREE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",tryThis,0,"Write $730,405$ in words and state the value of the digit $3$.","730,405","730,405",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",quickCheck,0,"In $407,215$, what is the value of the digit $7$?","The value of $7$ is $7,000$.",,
AGREE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",guidedPractice[0],0,"Write $508,070$ in words.","508,070","508,070",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",guidedPractice[1],0,"What is the value of the digit $9$ in $291,406$?","The value of $9$ is $90,000$.",,
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",guidedPractice[2],0,Write six hundred and two thousand and nine as a numeral.,"$602,009$",,
AGREE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[0],0,"Write $870,204$ in words.","870,204","870,204",place_value_chart
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[1],0,"What is the value of the digit $5$ in $156,032$?","The value of $5$ is $50,000$.",,
UNVERIFIABLE,"v19|y6m-place-value|curriculum|greater_depth|guided|numbers to 1,000,000",y6m-place-value,"Numbers to 1,000,000",independentPractice[2],0,Write nine hundred thousand and forty-six as a numeral.,"$900,046$",,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,workedExample,0,$368 \times 47$,17296,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,tryThis,0,$426 \times 38$,$16188$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,quickCheck,0,"When calculating $326 \times 54$, why does the partial product for $5$ start in the tens column?","The $5$ represents $50$, so its product has tens, not ones.",,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,guidedPractice[0],0,$245 \times 36$,$8820$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,guidedPractice[1],0,$517 \times 24$,$12408$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,independentPractice[0],0,$384 \times 56$,$21504$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,independentPractice[1],0,$629 \times 43$,$27047$,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|greater_depth|lesson|long multiplication,y6m-mult-div,Long multiplication,independentPractice[2],0,$708 \times 67$,$47436$,,
AGREE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",workedExample,9,"Write $406,052$ in words.","406,052","406,052",place_value_chart
AGREE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",tryThis,9,"Write $720,304$ in words.","720,304","720,304",place_value_chart
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",quickCheck,9,"What number is shown by $8$ hundred thousands, $3$ thousands, $4$ tens and $1$ one?","$803,041$",,
AGREE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",guidedPractice[0],9,"Write $305,018$ in words.","305,018","305,018",place_value_chart
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",guidedPractice[1],9,Write six hundred and forty-two thousand and nine in digits.,"$642,009$",,
AGREE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",independentPractice[0],9,"Write $918,470$ in words.","918,470","918,470",place_value_chart
UNVERIFIABLE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",independentPractice[1],9,Write two hundred and seven thousand and sixty-three in digits.,"$207,063$",,
AGREE,"v19|y5m-place-value|curriculum|secure|lesson|numbers to 1,000,000",y5m-place-value,"Numbers to 1,000,000",independentPractice[2],9,"Write $500,006$ in words.","500,006","500,006",place_value_chart
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,workedExample,1,Two angles lie on a straight line. One angle is $124^\circ$. Calculate the missing angle $x$.,56°,56°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,tryThis,1,Two angles lie on a straight line. One angle is $73^\circ$. Calculate the missing angle $y$.,107°,107°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,quickCheck,1,An angle next to $118^\circ$ sits on a straight line. What is the missing angle?,62°,62°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,guidedPractice[0],1,Two angles lie on a straight line. One is $95^\circ$. Find $a$.,85°,85°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,guidedPractice[1],1,Two angles lie on a straight line. One is $146^\circ$. Find $b$.,34°,34°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,guidedPractice[2],1,Two angles lie on a straight line. One is $68^\circ$. Find $c$.,112°,112°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,independentPractice[0],1,Two angles lie on a straight line. One is $132^\circ$. Find $d$.,48°,48°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,independentPractice[1],1,Two angles lie on a straight line. One is $87^\circ$. Find $e$.,93°,93°,angle_diagram
AGREE,v19|y6m-shape|curriculum|secure|guided|calculate angles,y6m-shape,Calculate angles,independentPractice[2],1,Two angles lie on a straight line. One is $159^\circ$. Find $f$.,21°,21°,angle_diagram
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,workedExample,11,Estimate the volume of a cuboid measuring $48\text{ cm}$ by $21\text{ cm}$ by $9\text{ cm}$.,"The estimated volume is $10,000\text{ cm}^3$.",9072,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,tryThis,11,Estimate the volume of a cuboid measuring $32\text{ cm}$ by $18\text{ cm}$ by $12\text{ cm}$.,"Round to $30\text{ cm}$, $20\text{ cm}$ and $10\text{ cm}$. $30 \times 20 \times 10 = 6,000$, so the estimate is $6,000\text{ cm}^3$.",6912,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,quickCheck,11,A cuboid measures $29\text{ cm}$ by $41\text{ cm}$ by $13\text{ cm}$. Estimate its volume.,"Round to $30\text{ cm}$, $40\text{ cm}$ and $10\text{ cm}$. $30 \times 40 \times 10 = 12,000$, so the estimated volume is $12,000\text{ cm}^3$.",15457,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,guidedPractice[0],11,Estimate the volume of a cuboid measuring $39\text{ cm}$ by $27\text{ cm}$ by $11\text{ cm}$.,"$40 \times 30 \times 10 = 12,000$, so the estimated volume is $12,000\text{ cm}^3$.",11583,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,guidedPractice[1],11,Estimate the volume of a cuboid measuring $72\text{ cm}$ by $19\text{ cm}$ by $8\text{ cm}$.,"$70 \times 20 \times 10 = 14,000$, so the estimated volume is $14,000\text{ cm}^3$.",10944,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,independentPractice[0],11,Estimate the volume of a cuboid measuring $61\text{ cm}$ by $34\text{ cm}$ by $16\text{ cm}$.,"Round to $60\text{ cm}$, $30\text{ cm}$ and $20\text{ cm}$. $60 \times 30 \times 20 = 36,000$, so the estimated volume is $36,000\text{ cm}^3$.",33184,cuboid_volume
DISAGREE,v19|y5m-volume|curriculum|secure|lesson|estimate volume,y5m-volume,Estimate volume,independentPractice[1],11,Estimate the volume of a cuboid measuring $46\text{ cm}$ by $23\text{ cm}$ by $7\text{ cm}$.,"Round to $50\text{ cm}$, $20\text{ cm}$ and $10\text{ cm}$. $50 \times 20 \times 10 = 10,000$, so the estimated volume is $10,000\text{ cm}^3$.",7406,cuboid_volume
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,workedExample,0,"Triangle $ABC$ has vertices $A(1,1)$, $B(3,1)$ and $C(2,3)$. Translate it $4$ squares right and $2$ squares up. What are the new coordinates?","A′=(5,3), B′=(7,3), C′=(6,5)","A′=(5,3), B′=(7,3), C′=(6,5)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,tryThis,0,"Point $P(2,4)$ is translated $3$ squares left and $1$ square down. What are the coordinates of $P'$?","(-1,3)","(-1,3)",coordinate_plot
UNVERIFIABLE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,quickCheck,0,"Point $M(5,3)$ moves to $M'(2,7)$. Describe the translation.",$3$ squares left and $4$ squares up.,,
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,guidedPractice[0],0,"Point $D(4,2)$ is translated $2$ squares right and $3$ squares up. Find $D'$.","(6,5)","(6,5)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,guidedPractice[1],0,"Point $E(6,5)$ is translated $4$ squares left and $2$ squares down. Find $E'$.","(2,3)","(2,3)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,guidedPractice[2],0,"Triangle $RST$ has vertices $R(1,2)$, $S(3,2)$ and $T(2,4)$. Translate it $2$ squares right. Find the new vertices.","R′=(3,2), S′=(5,2), T′=(4,4)","R′=(3,2), S′=(5,2), T′=(4,4)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,independentPractice[0],0,"Point $F(3,6)$ is translated $1$ square left and $4$ squares down. Find $F'$.","(2,2)","(2,2)",coordinate_plot
AGREE,v19|y6m-position-direction|curriculum|secure|guided|translation,y6m-position-direction,Translation,independentPractice[1],0,"Rectangle $ABCD$ has vertices $A(1,1)$, $B(4,1)$, $C(4,3)$ and $D(1,3)$. Translate it $3$ squares right and $2$ squares up.","A′=(4,3), B′=(7,3), C′=(7,5), D′=(4,5)","A′=(4,3), B′=(7,3), C′=(7,5), D′=(4,5)",coordinate_plot
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,workedExample,0,"Find the volume of a cuboid that is $4$ units long, $3$ units wide and $2$ units high.",24,24,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,tryThis,0,"A cuboid is $5$ units long, $2$ units wide and $3$ units high. What is its volume?",30,30,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,quickCheck,0,One layer has $8$ unit cubes. A cuboid has $3$ equal layers. What is its volume?,8,8,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,guidedPractice[0],0,"A cuboid is $3$ units long, $2$ units wide and $4$ units high. Find its volume.",24,24,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,guidedPractice[1],0,"A cuboid is $6$ units long, $2$ units wide and $2$ units high. Find its volume.",24,24,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,independentPractice[0],0,"A cuboid is $4$ units long, $2$ units wide and $3$ units high. Find its volume.",24,24,cuboid_volume
AGREE,v19|y6m-area-perimeter-volume|curriculum|secure|guided|volume of cuboids,y6m-area-perimeter-volume,Volume of cuboids,independentPractice[1],0,"A cuboid is $5$ units long, $3$ units wide and $2$ units high. Find its volume.",30,30,cuboid_volume
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,workedExample,6,Convert $4\text{ m}$ to centimetres.,400,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,tryThis,6,Convert $7\text{ m}$ to centimetres.,$7\text{ m}=700\text{ cm}$,,
DISAGREE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,quickCheck,6,Which is correct: $3\text{ m}=30\text{ cm}$ or $3\text{ m}=300\text{ cm}$?,$3\text{ m}=300\text{ cm}$,m = 10,linear_equation
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,guidedPractice[0],6,Convert $2\text{ m}$ to centimetres.,$2\text{ m}=200\text{ cm}$,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,guidedPractice[1],6,Convert $9\text{ m}$ to centimetres.,$9\text{ m}=900\text{ cm}$,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,guidedPractice[2],6,Convert $15\text{ m}$ to centimetres.,$15\text{ m}=1500\text{ cm}$,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,independentPractice[0],6,Convert $6\text{ m}$ to centimetres.,$6\text{ m}=600\text{ cm}$,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,independentPractice[1],6,Convert $23\text{ m}$ to centimetres.,$23\text{ m}=2300\text{ cm}$,,
UNVERIFIABLE,v19|y6m-converting-units|curriculum|secure|guided|convert metric measures,y6m-converting-units,Convert metric measures,independentPractice[2],6,Convert $50\text{ m}$ to centimetres.,$50\text{ m}=5000\text{ cm}$,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,workedExample,24,"Name the labelled parts of the circle: $OA$, $BC$ and the curved outside edge.","$O$ is the centre, $OA$ is a radius, $BC$ is a diameter, and the outside curved edge is the circumference.",,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,tryThis,24,A line joins two points on a circle and passes through its centre. What is this line called?,It is a diameter.,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,quickCheck,24,True or false: Every diameter passes through the centre of a circle.,True.,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,guidedPractice[0],24,Point $P$ is at the middle of a circle. Line $PQ$ goes from $P$ to the edge. Name $PQ$.,$PQ$ is a radius.,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,guidedPractice[1],24,Line $RS$ joins opposite sides of a circle and passes through centre $M$. Name $RS$.,$RS$ is a diameter.,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,independentPractice[0],24,What is the name of the curved edge around a circle?,The circumference.,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,independentPractice[1],24,A circle has radius $6\text{ cm}$. What is its diameter?,$12\text{ cm}$,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|parts of a circle,y6m-shape,Parts of a circle,independentPractice[2],24,A diameter is $14\text{ cm}$. What is the radius?,$7\text{ cm}$,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,workedExample,11,"$47,586 + 28,749$",614,,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,tryThis,11,"$36,478 + 25,695$","$62,173$",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,quickCheck,11,"In $38,764 + 26,589$, what digit do you write in the ones column?","$3$, because $4 + 9 = 13$.",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,guidedPractice[0],11,"$54,327 + 16,846$","$71,173$",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,guidedPractice[1],11,"$68,459 + 23,784$","$92,243$",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,independentPractice[0],11,"$42,675 + 35,918$","$78,593$",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,independentPractice[1],11,"$73,846 + 18,597$","$92,443$",,
UNVERIFIABLE,v19|y5m-add-subtract|curriculum|secure|lesson|column addition of numbers with more than 4 digits,y5m-add-subtract,Column addition of numbers with more than 4 digits,independentPractice[2],11,"$56,789 + 27,654$","$84,443$",,
AGREE,v19|y6m-shape|curriculum|secure|lesson|calculate angles,y6m-shape,Calculate angles,workedExample,25,"Calculate the missing angle $x$ in a triangle with angles $65^\circ$, $48^\circ$ and $x$.",67°,67°,angle_diagram
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|calculate angles,y6m-shape,Calculate angles,tryThis,25,"A triangle has angles of $72^\circ$, $39^\circ$ and $y$. Calculate $y$.",$y = 69^\circ$,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|calculate angles,y6m-shape,Calculate angles,quickCheck,25,"A triangle has angles of $90^\circ$, $46^\circ$ and $f$. Calculate $f$.",$f = 44^\circ$,,
UNVERIFIABLE,v19|y6m-shape|curriculum|secure|lesson|calculate angles,y6m-shape,Calculate angles,guidedPractice[0],25,"A triangle has angles of $54^\circ$, $71^\circ$ and $a$. Calculate $a$.",$a = 55^\circ$,,
